"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Moraes A.M.; Vancine M.H.; Moraes A.M.; de Oliveira Cordeiro C.L.; Pinto M.P.; Lima A.A.; Culot L.; Silva T.S.F.; Collevatti R.G.; Ribeiro M.C.; Sobral-Souza T.","Moraes, Andreia Magro (57193705670); Vancine, Maurício Humberto (57193451888); Moraes, Andreza Magro (57202791724); de Oliveira Cordeiro, Carlos Leandro (57209800254); Pinto, Míriam Plaza (35726009200); Lima, Adriana Almeida (57202860533); Culot, Laurence (34771239500); Silva, Thiago Sanna Freire (23994716100); Collevatti, Rosane Garcia (6602226187); Ribeiro, Milton Cezar (26321928900); Sobral-Souza, Thadeu (56658769300)","57193705670; 57193451888; 57202791724; 57209800254; 35726009200; 57202860533; 34771239500; 23994716100; 6602226187; 26321928900; 56658769300","Predicting the potential hybridization zones between native and invasive marmosets within Neotropical biodiversity hotspots","2019","Global Ecology and Conservation","20","","e00706","","","","13","10.1016/j.gecco.2019.e00706","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068779582&doi=10.1016%2fj.gecco.2019.e00706&partnerID=40&md5=2a774a640d349e8c243ad936dfb0517d","Article","Final","","Scopus","2-s2.0-85068779582"
"Fernandes Nunes V.; Lopes P.M.; Ferreira R.G.","Fernandes Nunes, Vitória (57225931343); Lopes, Priscila Macedo (56468837900); Ferreira, Renata Gonçalves (24450176800)","57225931343; 56468837900; 24450176800","Monkeying around Anthropocene: Patterns of human-nonhuman Primates’ interactions in Brazil","2021","Ethnobiology and Conservation","10","","","1","32","31","5","10.15451/EC2021-05-10.23-1-32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85110000769&doi=10.15451%2fEC2021-05-10.23-1-32&partnerID=40&md5=40d6aa92fe99fa14647b4a9ead2f02f0","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85110000769"
"Teixeira L.H.; Oliveira B.F.; Krah F.-S.; Kollmann J.; Ganade G.","Teixeira, Leonardo H. (56701970100); Oliveira, Brunno F. (57189575022); Krah, Franz-Sebastian (57195460628); Kollmann, Johannes (55851582800); Ganade, Gislene (6603305702)","56701970100; 57189575022; 57195460628; 55851582800; 6603305702","Linking plant traits to multiple soil functions in semi-arid ecosystems","2020","Journal of Arid Environments","172","","104040","","","","14","10.1016/j.jaridenv.2019.104040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074148592&doi=10.1016%2fj.jaridenv.2019.104040&partnerID=40&md5=d81697b162c37483a0a71fc95d1a4453","Article","Final","","Scopus","2-s2.0-85074148592"
"De Souza Soares A.; Negrão R.; Harley R.M.; Pastore J.F.B.; Jardim J.G.","De Souza Soares, Arthur (57194715260); Negrão, Raquel (57194524712); Harley, Raymond Mervyn (7102990159); Pastore, José Floriano Barêa (57223029137); Jardim, Jomar Gomes (8703264900)","57194715260; 57194524712; 7102990159; 57223029137; 8703264900","Rediscovery of Oocephalus foliosus (Hyptidinae—Lamiaceae): notes on taxonomy and conservation of a species endemic to the campo rupestre of Central Brazil","2021","Phytotaxa","525","2","","156","162","6","1","10.11646/phytotaxa.525.2.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141247531&doi=10.11646%2fphytotaxa.525.2.6&partnerID=40&md5=8ca666fff103b603421fe53a01946c78","Article","Final","","Scopus","2-s2.0-85141247531"
"Jorge J.S.; Sales R.F.D.; Santos R.L.; Freire E.M.X.","Jorge, Jaqueiuto S. (57202521837); Sales, Raul Fernandes Dantas (54279303600); Santos, Roberto L. (57202402760); Freire, Eliza M. X. (7103410176)","57202521837; 54279303600; 57202402760; 7103410176","Living among thorns: Herpetofaunal community (anura and squamata) associated to the rupicolous bromeliad encholirium spectabile (pitcairnioideae) in the Brazilian semi-arid caatinga","2020","Zoologia","37","","e46661","1","12","11","10","10.3897/zoologia.37.e46661","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090703909&doi=10.3897%2fzoologia.37.e46661&partnerID=40&md5=e961cc31c578d9f093f711a0d14d3bf9","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85090703909"
"Mascarenhas A.R.P.; Sccoti M.S.V.; de MELO R.R.; Corrêa F.L.O.; de SOUZA E.F.M.; Pimenta A.S.","Mascarenhas, Adriano Reis Prazeres (57218893641); Sccoti, Marta Silvana Volpato (52564461000); de MELO, Rafael Rodolfo (17345066800); Corrêa, Fernando Luíz de Oliveira (57219778185); de SOUZA, Emanuel Fernando Maia (23396887200); Pimenta, Alexandre Santos (56228389300)","57218893641; 52564461000; 17345066800; 57219778185; 23396887200; 56228389300","Physico-mechanical properties of the wood of freijó, cordia goeldiana (Boraginacea), produced in a multi-stratified agroforestry system in the southwestern amazon; [Propriedades físico-mecânicas da madeira de freijó, cordia goeldiana (Boraginacea), produzida em sistema agroflorestal multiestratificado no sudoeste da amazônia]","2021","Acta Amazonica","51","2","","171","180","9","6","10.1590/1809-4392202003001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107181103&doi=10.1590%2f1809-4392202003001&partnerID=40&md5=e64083b380b33e11d4a924c567a928d9","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85107181103"
"Oliveira J.; Oliveira P.M.; Boaventura-Cunha J.; Pinho T.","Oliveira, Josenalde (7202553856); Oliveira, Paulo Moura (6508306234); Boaventura-Cunha, José (6507358470); Pinho, Tatiana (56367249000)","7202553856; 6508306234; 6507358470; 56367249000","Evaluation of hunting-based optimizers for a quadrotor sliding mode flight controller","2020","Robotics","9","2","22","","","","3","10.3390/ROBOTICS9020022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084650457&doi=10.3390%2fROBOTICS9020022&partnerID=40&md5=211b268335ea1b4eaf1fc6c09894cd3f","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85084650457"
"Fazzi-Gomes P.; Aguiar J.; Cabral G.F.; Marques D.; Palheta H.; Moreira F.; Rodrigues M.; Cavalcante R.; Souza J.; Silva C.; Hamoy I.; Santos S.","Fazzi-Gomes, Paola (57193342197); Aguiar, Jonas (55963206200); Cabral, Gleyce Fonseca (57204056734); Marques, Diego (57195922187); Palheta, Helber (57221317290); Moreira, Fabiano (56114460900); Rodrigues, Marilia (56693706600); Cavalcante, Renata (57221113724); Souza, Jorge (56680740000); Silva, Caio (57188553649); Hamoy, Igor (8337146100); Santos, Sidney (7102756289)","57193342197; 55963206200; 57204056734; 57195922187; 57221317290; 56114460900; 56693706600; 57221113724; 56680740000; 57188553649; 8337146100; 7102756289","Genomic approach for conservation and the sustainable management of endangered species of the Amazon","2021","PLoS ONE","16","2 February 2021","e0240002","","","","1","10.1371/journal.pone.0240002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85102096267&doi=10.1371%2fjournal.pone.0240002&partnerID=40&md5=4376183d9756a6b33041bafa5bb9a0fc","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85102096267"
"Gomes S.H.B.; França R.F.; dos Santos R.C.; Nisgoski S.; de Muñiz G.I.B.","Gomes, Stephanie Hellen Barbosa (57476574600); França, Ramiro Faria (55305596600); dos Santos, Rosimeire Cavalcante (35104836800); Nisgoski, Silvana (7801637544); de Muñiz, Graciela Inés Bolzon (6508114011)","57476574600; 55305596600; 35104836800; 7801637544; 6508114011","Colorimetry of Acacia mangium wood from plantations in northeast Brazil","2021","Rodriguesia","72","","e00962020","","","","0","10.1590/2175-7860202172133","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125708030&doi=10.1590%2f2175-7860202172133&partnerID=40&md5=a9382bf82bf005e67b00cbe772a36d7b","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85125708030"
"De Pontes R.A.S.; Santa-Rosa S.; Martinelli A.P.; Versieux L.M.","De Pontes, Ricardo A.S. (55969283500); Santa-Rosa, Sandra (55656642100); Martinelli, Adriana Pinheiro (7403543608); Versieux, Leonardo M. (19934359300)","55969283500; 55656642100; 7403543608; 19934359300","A new species of araeococcus (bromeliaceae) from bahia, Brazil and a comparative morphological and anatomical analysis","2019","Systematic Botany","44","4","","790","797","7","0","10.1600/036364419X15710776741314","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075514288&doi=10.1600%2f036364419X15710776741314&partnerID=40&md5=0ca3f2702d670ba211136534bb387dc5","Article","Final","","Scopus","2-s2.0-85075514288"
"Fonseca E.M.; Werneck F.P.; Gehara M.; Oliveira E.F.; Magalhães F.M.; Lanna F.M.; Lima G.S.; Marques R.; Mesquita D.O.; Costa G.C.; Colli G.R.; Garda A.A.","Fonseca, Emanuel M. (57202608446); Werneck, Fernanda P. (6504815407); Gehara, Marcelo (55653482800); Oliveira, Eliana F. (56978724800); Magalhães, Felipe de M. (55941504000); Lanna, Flávia M. (55502733200); Lima, Guilherme S. (57209455015); Marques, Ricardo (55383863300); Mesquita, Daniel O. (55664632900); Costa, Gabriel C. (18436349500); Colli, Guarino R. (55663851000); Garda, Adrian A. (6701481343)","57202608446; 6504815407; 55653482800; 56978724800; 55941504000; 55502733200; 57209455015; 55383863300; 55664632900; 18436349500; 55663851000; 6701481343","The role of strict nature reserves in protecting genetic diversity in a semiarid vegetation in Brazil","2019","Biodiversity and Conservation","28","11","","2877","2890","13","3","10.1007/s10531-019-01802-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067829283&doi=10.1007%2fs10531-019-01802-y&partnerID=40&md5=448025ddd41afbe13f259c5a23c83e8a","Article","Final","","Scopus","2-s2.0-85067829283"
"Araripe F.A.A.L.; Camacho R.G.V.; Costa D.F.D.S.; Soares I.A.; Bonilla O.H.; Aloufa M.A.I.","Araripe, Fátima Aurilane de Aguiar Lima (57331461800); Camacho, Ramiro Gustavo Valera (54974274900); Costa, Diógenes Félix da Silva (57331084400); Soares, Ilton Araújo (57330964500); Bonilla, Oriel Herrera (36781727100); Aloufa, Magdi Ahmed Ibrahim (12445752100)","57331461800; 54974274900; 57331084400; 57330964500; 36781727100; 12445752100","Pressures and threats in federal protected areas of the setentrional sertaneja depression, northeastern brazil; [Pressões e ameaças em unidades de conservação federais da depressão sertaneja setentrional, nordeste do brasil1]","2021","Revista Brasileira de Geografia Fisica","14","6","","3279","3293","14","4","10.26848/rbgf.v14.6.p3279-3293","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85118917592&doi=10.26848%2frbgf.v14.6.p3279-3293&partnerID=40&md5=a94a54a12283154957fe113f6f3ab300","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85118917592"
"Marinho P.H.; Fonseca C.R.; Sarmento P.; Fonseca C.; Venticinque E.M.","Marinho, Paulo Henrique (57193934206); Fonseca, Carlos Roberto (55989546500); Sarmento, Pedro (6602568184); Fonseca, Carlos (57313344900); Venticinque, Eduardo Martins (6505876898)","57193934206; 55989546500; 6602568184; 57313344900; 6505876898","Temporal niche overlap among mesocarnivores in a Caatinga dry forest","2020","European Journal of Wildlife Research","66","2","34","","","","21","10.1007/s10344-020-1371-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082808667&doi=10.1007%2fs10344-020-1371-6&partnerID=40&md5=2346e6d921331f5015a85f28a6676c75","Article","Final","","Scopus","2-s2.0-85082808667"
"Begossi A.; Salyvonchyk S.; Glamuzina B.; De Souza S.P.; Lopes P.F.M.; Priolli R.H.G.; Do Prado D.O.; Ramires M.; Clauzet M.; Zapelini C.; Schneider D.T.; Silva L.T.; Silvano R.A.M.","Begossi, Alpina (6701814599); Salyvonchyk, Svetlana (55260224900); Glamuzina, Branko (6603959168); De Souza, Shirley Pacheco (36699568200); Lopes, Priscila F. M. (56468837900); Priolli, Regina H. G. (6504487025); Do Prado, Djalma Osmanir (57211619256); Ramires, Milena (16176048400); Clauzet, Mariana (16174237100); Zapelini, Cleverson (57195266710); Schneider, Daiana T. (57211619306); Silva, Luis T. (57211619796); Silvano, Renato A. M. (6602535117)","6701814599; 55260224900; 6603959168; 36699568200; 56468837900; 6504487025; 57211619256; 16176048400; 16174237100; 57195266710; 57211619306; 57211619796; 6602535117","Fishers and groupers (Epinephelus marginatus and E. morio) in the coast of Brazil: Integrating information for conservation","2019","Journal of Ethnobiology and Ethnomedicine","15","1","53","","","","18","10.1186/s13002-019-0331-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074625679&doi=10.1186%2fs13002-019-0331-2&partnerID=40&md5=e0aeb9a276a2cfbf05b49ee26cb4ec6f","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85074625679"
"Silva-Souza K.J.P.; Souza A.F.","Silva-Souza, Karla J. P. (57216761662); Souza, Alexandre F. (7103402648)","57216761662; 7103402648","Woody plant subregions of the Amazon forest","2020","Journal of Ecology","108","6","","2321","2335","14","16","10.1111/1365-2745.13406","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084605465&doi=10.1111%2f1365-2745.13406&partnerID=40&md5=6f8d1c0aac1b183303874c6c4c2e6e30","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85084605465"
"de Souza S.F.F.; de Araújo M.D.S.B.; da Silva M.S.L.; Reis J.S.","de Souza, Sara Fernandes Flor (57210264308); de Araújo, Maria Do Socorro Bezerra (56544327900); da Silva, Maria Sonia Lopes (57446371000); Reis, João Santiago (57190489685)","57210264308; 56544327900; 57446371000; 57190489685","Aggregate stability of soil in a toposequence under different uses; [Estabilidade de agregados de solo em uma topossequência sob diferentes usos]","2021","Revista Brasileira de Geografia Fisica","14","7","","4066","4077","11","2","10.26848/rbgf.v14.7.p4066-4077","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124369244&doi=10.26848%2frbgf.v14.7.p4066-4077&partnerID=40&md5=5e8b5738748e31479b3bac2b1111f944","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85124369244"
"de Brito Damasceno G.A.; Souto A.L.; da Silva I.B.; Roque A.A.; Ferrari M.; Giordani R.B.","de Brito Damasceno, Gabriel Azevedo (57192310388); Souto, Augusto Lopes (53878642000); da Silva, Ivanice Bezerra (57222042351); Roque, Alan de Araújo (35331901100); Ferrari, Márcio (23488609900); Giordani, Raquel Brandt (16679206900)","57192310388; 53878642000; 57222042351; 35331901100; 23488609900; 16679206900","Prosopis juliflora: Phytochemical, Toxicological, and Allelochemicals","2020","Reference Series in Phytochemistry","","","","521","541","20","4","10.1007/978-3-319-96397-6_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101184152&doi=10.1007%2f978-3-319-96397-6_15&partnerID=40&md5=52e65b6b32a633556dad3813b85ba12f","Book chapter","Final","","Scopus","2-s2.0-85101184152"
"Silva M.J.; Ramos T.P.A.; Carvalho F.R.; Brito M.F.G.; Ramos R.T.C.; Rosa R.S.; Sánchez-Botero J.I.; Novaes J.L.C.; Costa R.S.; Lima S.M.Q.","Silva, Márcio J. (56281955100); Ramos, Telton P. A. (36154967500); Carvalho, Fernando R. (56212887000); Brito, Marcelo F. G. (7103089008); Ramos, Robson T. C. (57224115921); Rosa, Ricardo S. (7102610612); Sánchez-Botero, Jorge I. (8679883200); Novaes, José L. C. (16053040100); Costa, Rodrigo S. (55441489100); Lima, Sergio M. Q. (57191822053)","56281955100; 36154967500; 56212887000; 7103089008; 57224115921; 7102610612; 8679883200; 16053040100; 55441489100; 57191822053","Freshwater fish richness baseline from the São Francisco Interbasin Water Transfer Project in the Brazilian Semiarid","2020","Neotropical Ichthyology","18","4","e200063","1","25","24","8","10.1590/1982-0224-2020-0063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097399599&doi=10.1590%2f1982-0224-2020-0063&partnerID=40&md5=386934087d36325a1e9998ffa107635a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85097399599"
"Damasceno G.A.B.; Barreto S.M.A.G.; Reginaldo F.P.S.; Souto A.L.; Negreiros M.M.F.; Viana R.L.S.; Pinto T.K.B.; Daher C.C.; Silva-Filho J.A.A.; Moura R.A.O.; Silva M.A.; Silveira W.L.L.; Medeiros A.A.; Ostrosky E.A.; Veríssimo L.M.; Sassaki G.L.; Lopes P.S.; Sales V.S.F.; Rocha H.A.O.; Cavalheiro A.J.; Giordani R.B.; Ferrari M.","Damasceno, Gabriel A.B. (56157019800); Barreto, Stella M.A.G. (56524979400); Reginaldo, Fernanda P.S. (56938680600); Souto, Augusto L. (53878642000); Negreiros, Marília M.F. (57113434600); Viana, Rony L.S. (56136922100); Pinto, Talita K.B. (57213267689); Daher, Cláudia C. (56422067000); Silva-Filho, Jean A.A. (57213270334); Moura, Rafael A.O. (57213266715); Silva, Milena A. (57213265425); Silveira, Walteça L.L. (36928898700); Medeiros, Andreza A. (57213270733); Ostrosky, Elissa A. (6504290008); Veríssimo, Lourena M. (36674097900); Sassaki, Guilherme L. (6603017420); Lopes, Patrícia S. (7103176625); Sales, Valéria S.F. (6602166248); Rocha, Hugo A.O. (57203628618); Cavalheiro, Alberto J. (56038308500); Giordani, Raquel B. (16679206900); Ferrari, Márcio (23488609900)","56157019800; 56524979400; 56938680600; 53878642000; 57113434600; 56136922100; 57213267689; 56422067000; 57213270334; 57213266715; 57213265425; 36928898700; 57213270733; 6504290008; 36674097900; 6603017420; 7103176625; 6602166248; 57203628618; 56038308500; 16679206900; 23488609900","Prosopis juliflora as a new cosmetic ingredient: Development and clinical evaluation of a bioactive moisturizing and anti-aging innovative solid core","2020","Carbohydrate Polymers","233","","115854","","","","9","10.1016/j.carbpol.2020.115854","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077733101&doi=10.1016%2fj.carbpol.2020.115854&partnerID=40&md5=74197e26526b907547b4b232c99e6477","Article","Final","","Scopus","2-s2.0-85077733101"
"Sarmento-Soares L.M.; Pessali T.C.; Reis V.J.C.; Medeiros L.S.D.E.; Lima S.M.Q.; Silva J.P.; Martins-Pinheiro R.F.; De Pinna M.C.C.","Sarmento-Soares, Luisa M. (11139700800); Pessali, Tiago C. (55828595300); Reis, Vinícius J.C. (57208302799); Medeiros, Lucas S.D.E. (57212571407); Lima, Sergio M.Q. (57191822053); Silva, Juliana P. (57212573199); Martins-Pinheiro, Ronaldo F. (12785298600); De Pinna, Mário C.C. (6602294715)","11139700800; 55828595300; 57208302799; 57212571407; 57191822053; 57212573199; 12785298600; 6602294715","Distribution, morphological notes and conservation status of the psammophilus Microcambeva catfishes (Siluriformes: Trichomycteridae)","2019","Zootaxa","4712","4","","576","588","12","2","10.11646/zootaxa.4712.4.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077113225&doi=10.11646%2fzootaxa.4712.4.6&partnerID=40&md5=15a5a49fae2dfb29d84d0c26fa1b798d","Article","Final","","Scopus","2-s2.0-85077113225"
"Silva A.T.; Chagas R.J.; Santos A.C.A.; Zanata A.M.; Rodrigues B.K.; Polaz C.N.M.; Alves C.B.M.; Vieira C.S.; Souza F.B.; Vieira F.; Sampaio F.A.C.; Ferreira H.; Alves H.S.R.; Sarmento-Soares L.M.; Pinho M.; Martins-Pinheiro R.F.; Lima S.M.Q.; Campiolo S.; Camelier P.","Silva, André Teixeira (57028718700); Chagas, Ricardo Jucá (55805170900); Santos, Alexandre Clistenes de Alcântara (57214089330); Zanata, Angela Maria (8382297200); Rodrigues, Beatriz Kawamura (57219194069); Polaz, Carla Natacha Marcolino (36562187500); Alves, Carlos Bernardo Mascarenhas (9336913300); Vieira, Cristiana Souza (57219199772); Souza, Fabiane Barreto (57215021410); Vieira, Fábio (8399850400); Sampaio, Francisco Alexandre Costa (51161969800); Ferreira, Harildon (56221859200); Alves, Hilda Susele Rodrigues (57219202224); Sarmento-Soares, Luisa Maria (11139700800); Pinho, Marianna (57219200553); Martins-Pinheiro, Ronaldo Fernando (12785298600); Lima, Sergio Maia Queiroz (57191822053); Campiolo, Sofia (57195041089); Camelier, Priscila (25622412500)","57028718700; 55805170900; 57214089330; 8382297200; 57219194069; 36562187500; 9336913300; 57219199772; 57215021410; 8399850400; 51161969800; 56221859200; 57219202224; 11139700800; 57219200553; 12785298600; 57191822053; 57195041089; 25622412500","Freshwater fishes of the Bahia State, Northeastern Brazil; [Peixes de água doce do Estado da Bahia, Nordeste do Brasil]","2020","Biota Neotropica","20","4","e20200969","1","21","20","13","10.1590/1676-0611-BN-2020-0969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091656421&doi=10.1590%2f1676-0611-BN-2020-0969&partnerID=40&md5=6c587d880eae23ea23cac283fae99f9a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85091656421"
"Neto J.H.D.N.; de Holanda A.C.; de Abreu J.C.","Neto, João Henrique Do Nascimento (57218378051); de Holanda, Alan Cauê (36127488500); de Abreu, Jadson Coelho (56463799500)","57218378051; 36127488500; 56463799500","Assessing the feasibility of the BDq method for the sustainable management of the caatinga; [Uso do método BDq em uma área de caatinga submetida ao manejo florestal]","2020","Revista Caatinga","33","3","","746","756","10","2","10.1590/1983-21252020v33n318rc","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85088970807&doi=10.1590%2f1983-21252020v33n318rc&partnerID=40&md5=94aea3cd3a34c9470e3a8dd18928fc70","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85088970807"
"Freitas C.T.; Lopes P.F.M.; Campos-Silva J.V.; Noble M.M.; Dyball R.; Peres C.A.","Freitas, Carolina Tavares (57216994191); Lopes, Priscila F. M. (56468837900); Campos-Silva, João Vitor (57208457270); Noble, Mae M. (55556010400); Dyball, Robert (23488570700); Peres, Carlos A. (7005085103)","57216994191; 56468837900; 57208457270; 55556010400; 23488570700; 7005085103","Co-management of culturally important species: A tool to promote biodiversity conservation and human well-being","2020","People and Nature","2","1","","61","81","20","60","10.1002/pan3.10064","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085650051&doi=10.1002%2fpan3.10064&partnerID=40&md5=bf7f4760c80f384e810e8f4c19d3a039","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85085650051"
"Coelho J.F.R.; Lima S.M.Q.; Petean F.D.F.","Coelho, Jéssica Fernanda Ramos (57220022177); Lima, Sergio Maia Queiroz (57191822053); Petean, Flávia de Figueiredo (57214166554)","57220022177; 57191822053; 57214166554","Phylogenetic conservatism of abiotic niche in sympatric Southwestern Atlantic skates","2020","Marine Biology Research","16","6-7","","458","473","15","6","10.1080/17451000.2020.1837883","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096512689&doi=10.1080%2f17451000.2020.1837883&partnerID=40&md5=3e40094a16d3ca1f529fa1fd6b72f570","Article","Final","","Scopus","2-s2.0-85096512689"
"Marinho P.H.; da Silva M.D.; Lisboa C.M.C.A.","Marinho, Paulo Henrique (57193934206); da Silva, Marcelo (55256657500); Lisboa, Carolina Maria Cardoso Aires (54412748000)","57193934206; 55256657500; 54412748000","Presence of the collared peccary pecari tajacu (Artiodactyla, tayassuidae) in the far Northeast of its Brazilian distribution; [Presença do cateto pecari tajacu (Artiodactyla, tayassuidae) no extremo nordeste da sua distribuição no Brasil]","2019","Neotropical Biology and Conservation","14","4","","499","509","10","5","10.3897/neotropical.14.e48716","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078037674&doi=10.3897%2fneotropical.14.e48716&partnerID=40&md5=887404322e2067a08bd1e022d1306bee","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85078037674"
"Oliveira B.F.; São-Pedro V.A.; Santos-Barrera G.; Penone C.; Costa G.C.","Oliveira, Brunno Freire (57189575022); São-Pedro, Vinícius Avelar (24780105100); Santos-Barrera, Georgina (23502211900); Penone, Caterina (54966791200); Costa, Gabriel C. (18436349500)","57189575022; 24780105100; 23502211900; 54966791200; 18436349500","AmphiBIO, a global database for amphibian ecological traits","2017","Scientific Data","4","","170123","","","","162","10.1038/sdata.2017.123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028815857&doi=10.1038%2fsdata.2017.123&partnerID=40&md5=048468f724e3bfa0fe5e550906e4a6e7","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85028815857"
"Nic Lughadha E.M.; Graziele Staggemeier V.; Vasconcelos T.N.C.; Walker B.E.; Canteiro C.; Lucas E.J.","Nic Lughadha, Eimear M. (57206713060); Graziele Staggemeier, Vanessa (24825628600); Vasconcelos, Thais N. C. (56723771800); Walker, Barnaby E. (57204688109); Canteiro, Cátia (57204691834); Lucas, Eve J. (8387354500)","57206713060; 24825628600; 56723771800; 57204688109; 57204691834; 8387354500","Harnessing the potential of integrated systematics for conservation of taxonomically complex, megadiverse plant groups","2019","Conservation Biology","33","3","","511","522","11","25","10.1111/cobi.13289","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061838134&doi=10.1111%2fcobi.13289&partnerID=40&md5=964cbe95c18d15c2f052642200678a11","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85061838134"
"da Silva M.L.N.; Mansur K.L.; Do Nascimento M.A.L.","da Silva, Matheus Lisboa Nobre (57197874997); Mansur, Kátia Leite (36240685100); Do Nascimento, Marcos Antonio Leite (55359812000)","57197874997; 36240685100; 55359812000","Nature ecosystem services and its application on the studies of geodiversity: A review; [Serviços ecossistêmicos da natureza e sua aplicação nos estudos da geodiversidade: Uma revisão]","2018","Anuario do Instituto de Geociencias","41","2","","699","709","10","6","10.11137/2018_2_699_709","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063753308&doi=10.11137%2f2018_2_699_709&partnerID=40&md5=26d68bffdabe89c655e2bf04c3981ed1","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85063753308"
"Rivera Vasconcelos F.; Menezes R.F.; Attayde J.L.","Rivera Vasconcelos, Francisco (36006842700); Menezes, Rosemberg Fernandes (57224134581); Attayde, José Luiz (6506892292)","36006842700; 57224134581; 6506892292","Effects of the Nile tilapia (Oreochromis niloticus L.) on the plankton community of a tropical reservoir during and after an algal bloom","2018","Hydrobiologia","817","1","","393","401","8","23","10.1007/s10750-018-3591-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044346118&doi=10.1007%2fs10750-018-3591-2&partnerID=40&md5=6b0ba0d5390e7061d6e07ec20bf22a90","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85044346118"
"Câmara J.M.D.A.; Sousa M.A.S.B.; Neto E.L.B.","Câmara, Jéssica M.D.A. (57206939252); Sousa, M.A.S.B. (57207747841); Neto, E.L.B. (6508113602)","57206939252; 57207747841; 6508113602","Kinetics of the biodegradation of monoaromatics by pseudomonas aeruginosa","2019","Brazilian Journal of Chemical Engineering","36","1","","65","72","7","2","10.1590/0104-6632.20190361s20170549","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070921692&doi=10.1590%2f0104-6632.20190361s20170549&partnerID=40&md5=b9d15fa61d6397d9b28db75b32527808","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85070921692"
"Fonseca C.R.; Antongiovanni M.; Matsumoto M.; Bernard E.; Venticinque E.M.","Fonseca, Carlos Roberto (55989546500); Antongiovanni, Marina (6507564757); Matsumoto, Marcelo (55975178300); Bernard, Enrico (7102852488); Venticinque, Eduardo Martins (6505876898)","55989546500; 6507564757; 55975178300; 7102852488; 6505876898","Conservation opportunities in the Caatinga","2018","Caatinga: The Largest Tropical Dry Forest Region in South America","","","","429","443","14","27","10.1007/978-3-319-68339-3_17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045744337&doi=10.1007%2f978-3-319-68339-3_17&partnerID=40&md5=e456072606ad334593b0a9e80fc0ba63","Book chapter","Final","","Scopus","2-s2.0-85045744337"
